Date,Country,Infections,Recovered,Deaths,Tests
2020-01-28,United States,5,0,0,0
2020-01-29,Total,6166,126,133,183
2020-01-29,China,6087,120,133,0
2020-01-29,France,5,0,0,0
2020-01-29,Germany,4,0,0,0
2020-01-29,Iran,0,0,0,0
2020-01-29,Italy,0,0,0,0
2020-01-29,South Korea,4,0,0,187
2020-01-29,Netherlands,0,0,0,0
2020-01-29,Spain,0,0,0,0
2020-01-29,Switzerland,0,0,0,0
2020-01-29,Turkey,0,0,0,0
2020-01-29,United Kingdom,0,0,0,130
2020-01-29,United States,5,0,0,0
2020-01-30,Total,8234,143,171,509
2020-01-30,China,8141,135,171,0
2020-01-30,France,5,0,0,0
2020-01-30,Germany,4,0,0,0
2020-01-30,Iran,0,0,0,0
2020-01-30,Italy,0,0,0,0
2020-01-30,South Korea,4,0,0,244
2020-01-30,Netherlands,0,0,0,0
2020-01-30,Spain,0,0,0,0
2020-01-30,Switzerland,0,0,0,0
2020-01-30,Turkey,0,0,0,0
2020-01-30,United Kingdom,0,0,0,161
2020-01-30,United States,5,0,0,0
2020-01-31,Total,9927,222,213,3895
2020-01-31,China,9802,214,213,0
2020-01-31,France,5,0,0,0
2020-01-31,Germany,5,0,0,0
2020-01-31,Iran,0,0,0,0
2020-01-31,Italy,2,0,0,0
2020-01-31,South Korea,11,0,0,244
2020-01-31,Netherlands,0,0,0,0
2020-01-31,Spain,0,0,0,0
2020-01-31,Switzerland,0,0,0,0
2020-01-31,Turkey,0,0,0,0
2020-01-31,United Kingdom,2,0,0,177
2020-01-31,United States,7,0,0,0
2020-02-01,Total,12038,284,259,702
2020-02-01,China,11891,275,259,0
2020-02-01,France,6,0,0,0
2020-02-01,Germany,8,0,0,0
2020-02-01,Iran,0,0,0,0
2020-02-01,Italy,2,0,0,0
2020-02-01,South Korea,12,0,0,371
2020-02-01,Netherlands,0,0,0,0
2020-02-01,Spain,1,0,0,0
2020-02-01,Switzerland,0,0,0,0
2020-02-01,Turkey,0,0,0,0
2020-02-01,United Kingdom,2,0,0,203
2020-02-01,United States,8,0,0,0
2020-02-02,Total,16787,472,362,860
2020-02-02,China,16630,463,361,0
2020-02-02,France,6,0,0,0
2020-02-02,Germany,10,0,0,0
2020-02-02,Iran,0,0,0,0
2020-02-02,Italy,2,0,0,0
2020-02-02,South Korea,15,0,0,429
2020-02-02,Netherlands,0,0,0,0
2020-02-02,Spain,1,0,0,0
2020-02-02,Switzerland,0,0,0,0
2020-02-02,Turkey,0,0,0,0
2020-02-02,United Kingdom,2,0,0,266
2020-02-02,United States,8,0,0,0
2020-02-03,Total,19881,623,426,545
2020-02-03,China,19716,614,425,0
2020-02-03,France,6,0,0,0
2020-02-03,Germany,12,0,0,0
2020-02-03,Iran,0,0,0,0
2020-02-03,Italy,2,0,0,0
2020-02-03,South Korea,15,0,0,429
2020-02-03,Netherlands,0,0,0,0
2020-02-03,Spain,1,0,0,0
2020-02-03,Switzerland,0,0,0,0
2020-02-03,Turkey,0,0,0,0
2020-02-03,United Kingdom,2,0,0,326
2020-02-03,United States,11,0,0,0
2020-02-04,Total,23892,852,492,1293
2020-02-04,China,23707,843,491,0
2020-02-04,France,6,0,0,0
2020-02-04,Germany,12,0,0,0
2020-02-04,Iran,0,0,0,0
2020-02-04,Italy,2,0,0,0
2020-02-04,South Korea,16,0,0,607
2020-02-04,Netherlands,0,0,0,0
2020-02-04,Spain,1,0,0,0
2020-02-04,Switzerland,0,0,0,0
2020-02-04,Turkey,0,0,0,0
2020-02-04,United Kingdom,2,0,0,416
2020-02-04,United States,11,0,0,0
2020-02-05,Total,27635,1124,564,1486
2020-02-05,China,27440,1115,563,0
2020-02-05,France,6,0,0,0
2020-02-05,Germany,12,0,0,0
2020-02-05,Iran,0,0,0,0
2020-02-05,Italy,2,0,0,0
2020-02-05,South Korea,19,0,0,714
2020-02-05,Netherlands,0,0,0,0
2020-02-05,Spain,1,0,0,0
2020-02-05,Switzerland,0,0,0,0
2020-02-05,Turkey,0,0,0,0
2020-02-05,United Kingdom,2,0,0,468
2020-02-05,United States,11,0,0,0
2020-02-06,Total,30794,1487,634,1846
2020-02-06,China,30587,1477,633,0
2020-02-06,France,6,0,0,0
2020-02-06,Germany,12,0,0,0
2020-02-06,Iran,0,0,0,0
2020-02-06,Italy,2,0,0,0
2020-02-06,South Korea,23,0,0,885
2020-02-06,Netherlands,0,0,0,0
2020-02-06,Spain,1,0,0,0
2020-02-06,Switzerland,0,0,0,0
2020-02-06,Turkey,0,0,0,0
2020-02-06,United Kingdom,2,0,0,566
2020-02-06,United States,11,0,0,0
2020-02-07,Total,34391,2011,719,2187
2020-02-07,China,34110,1999,718,0
2020-02-07,France,6,0,0,0
2020-02-07,Germany,13,0,0,0
2020-02-07,Iran,0,0,0,0
2020-02-07,Italy,3,0,0,0
2020-02-07,South Korea,24,1,0,1130
2020-02-07,Netherlands,0,0,0,0
2020-02-07,Spain,1,0,0,0
2020-02-07,Switzerland,0,0,0,0
2020-02-07,Turkey,0,0,0,0
2020-02-07,United Kingdom,3,0,0,620
2020-02-07,United States,11,0,0,0
2020-02-08,Total,37120,2616,806,2931
2020-02-08,China,36814,2596,805,0
2020-02-08,France,11,0,0,0
2020-02-08,Germany,13,0,0,0
2020-02-08,Iran,0,0,0,0
2020-02-08,Italy,3,0,0,0
2020-02-08,South Korea,24,1,0,1701
2020-02-08,Netherlands,0,0,0,0
2020-02-08,Spain,1,0,0,0
2020-02-08,Switzerland,0,0,0,0
2020-02-08,Turkey,0,0,0,0
2020-02-08,United Kingdom,3,0,0,686
2020-02-08,United States,11,0,0,0
2020-02-09,Total,40150,3244,906,3885
2020-02-09,China,39829,3219,905,0
2020-02-09,France,11,0,0,0
2020-02-09,Germany,14,0,0,0
2020-02-09,Iran,0,0,0,0
2020-02-09,Italy,3,0,0,0
2020-02-09,South Korea,25,3,0,2340
2020-02-09,Netherlands,0,0,0,0
2020-02-09,Spain,2,0,0,0
2020-02-09,Switzerland,0,0,0,0
2020-02-09,Turkey,0,0,0,0
2020-02-09,United Kingdom,3,0,0,795
2020-02-09,United States,11,3,0,0
2020-02-10,Total,42762,3946,1013,4726
2020-02-10,China,42354,3918,1012,0
2020-02-10,France,11,0,0,0
2020-02-10,Germany,14,0,0,0
2020-02-10,Iran,0,0,0,0
2020-02-10,Italy,3,0,0,0
2020-02-10,South Korea,27,3,0,2776
2020-02-10,Netherlands,0,0,0,0
2020-02-10,Spain,2,0,0,0
2020-02-10,Switzerland,0,0,0,0
2020-02-10,Turkey,0,0,0,0
2020-02-10,United Kingdom,8,0,0,1114
2020-02-10,United States,11,3,0,0
2020-02-11,Total,44802,4683,1113,6001
2020-02-11,China,44386,4636,1112,0
2020-02-11,France,11,0,0,0
2020-02-11,Germany,16,0,0,0
2020-02-11,Iran,0,0,0,0
2020-02-11,Italy,3,0,0,0
2020-02-11,South Korea,28,3,0,3629
2020-02-11,Netherlands,0,0,0,0
2020-02-11,Spain,2,0,0,0
2020-02-11,Switzerland,0,0,0,0
2020-02-11,Turkey,0,0,0,0
2020-02-11,United Kingdom,8,0,0,1358
2020-02-11,United States,12,3,0,0
2020-02-12,Total,45221,5150,1118,8026
2020-02-12,China,44759,5082,1117,0
2020-02-12,France,11,2,0,0
2020-02-12,Germany,16,0,0,0
2020-02-12,Iran,0,0,0,0
2020-02-12,Italy,3,0,0,0
2020-02-12,South Korea,28,7,0,5074
2020-02-12,Netherlands,0,0,0,0
2020-02-12,Spain,2,0,0,0
2020-02-12,Switzerland,0,0,0,0
2020-02-12,Turkey,0,0,0,0
2020-02-12,United Kingdom,9,1,0,1758
2020-02-12,United States,12,3,0,0
2020-02-13,Total,60368,6295,1371,9729
2020-02-13,China,59895,6217,1369,0
2020-02-13,France,11,2,0,0
2020-02-13,Germany,16,1,0,0
2020-02-13,Iran,0,0,0,0
2020-02-13,Italy,3,0,0,0
2020-02-13,South Korea,28,7,0,5797
2020-02-13,Netherlands,0,0,0,0
2020-02-13,Spain,2,0,0,0
2020-02-13,Switzerland,0,0,0,0
2020-02-13,Turkey,0,0,0,0
2020-02-13,United Kingdom,9,1,0,2521
2020-02-13,United States,13,3,0,0
2020-02-14,Total,66885,8058,1523,11941
2020-02-14,China,66358,7977,1521,0
2020-02-14,France,11,2,0,0
2020-02-14,Germany,16,1,0,0
2020-02-14,Iran,0,0,0,0
2020-02-14,Italy,3,0,0,0
2020-02-14,South Korea,28,7,0,6854
2020-02-14,Netherlands,0,0,0,0
2020-02-14,Spain,2,0,0,0
2020-02-14,Switzerland,0,0,0,0
2020-02-14,Turkey,0,0,0,0
2020-02-14,United Kingdom,9,1,0,2964
2020-02-14,United States,13,3,0,0
2020-02-15,Total,69030,9395,1666,10881
2020-02-15,China,68413,9298,1663,0
2020-02-15,France,12,4,1,0
2020-02-15,Germany,16,1,0,0
2020-02-15,Iran,0,0,0,0
2020-02-15,Italy,3,0,0,0
2020-02-15,South Korea,28,9,0,7519
2020-02-15,Netherlands,0,0,0,0
2020-02-15,Spain,2,2,0,0
2020-02-15,Switzerland,0,0,0,0
2020-02-15,Turkey,0,0,0,0
2020-02-15,United Kingdom,9,1,0,2992
2020-02-15,United States,13,3,0,0
2020-02-16,Total,71224,10865,1770,13408
2020-02-16,China,70513,10755,1766,0
2020-02-16,France,12,4,1,0
2020-02-16,Germany,16,1,0,0
2020-02-16,Iran,0,0,0,0
2020-02-16,Italy,3,0,0,0
2020-02-16,South Korea,29,9,0,7919
2020-02-16,Netherlands,0,0,0,0
2020-02-16,Spain,2,2,0,0
2020-02-16,Switzerland,0,0,0,0
2020-02-16,Turkey,0,0,0,0
2020-02-16,United Kingdom,9,8,0,3109
2020-02-16,United States,13,3,0,0
2020-02-17,Total,73258,12583,1868,15175
2020-02-17,China,72434,12462,1864,0
2020-02-17,France,12,4,1,0
2020-02-17,Germany,16,1,0,0
2020-02-17,Iran,0,0,0,0
2020-02-17,Italy,3,0,0,0
2020-02-17,South Korea,30,10,0,8171
2020-02-17,Netherlands,0,0,0,0
2020-02-17,Spain,2,2,0,0
2020-02-17,Switzerland,0,0,0,0
2020-02-17,Turkey,0,0,0,0
2020-02-17,United Kingdom,9,8,0,4501
2020-02-17,United States,13,3,0,0
2020-02-18,Total,75136,14352,2007,16832
2020-02-18,China,74211,14206,2003,0
2020-02-18,France,12,4,1,0
2020-02-18,Germany,16,12,0,0
2020-02-18,Iran,0,0,0,0
2020-02-18,Italy,3,0,0,0
2020-02-18,South Korea,31,12,0,9265
2020-02-18,Netherlands,0,0,0,0
2020-02-18,Spain,2,2,0,0
2020-02-18,Switzerland,0,0,0,0
2020-02-18,Turkey,0,0,0,0
2020-02-18,United Kingdom,9,8,0,4916
2020-02-18,United States,13,3,0,0
2020-02-19,Total,75639,16121,2122,18134
2020-02-19,China,74619,15962,2116,0
2020-02-19,France,12,4,1,0
2020-02-19,Germany,16,12,0,0
2020-02-19,Iran,2,0,2,0
2020-02-19,Italy,3,0,0,0
2020-02-19,South Korea,31,12,0,10411
2020-02-19,Netherlands,0,0,0,0
2020-02-19,Spain,2,2,0,0
2020-02-19,Switzerland,0,0,0,0
2020-02-19,Turkey,0,0,0,0
2020-02-19,United Kingdom,9,8,0,5207
2020-02-19,United States,13,3,0,0
2020-02-20,Total,76197,18177,2247,21254
2020-02-20,China,75077,18014,2238,0
2020-02-20,France,12,4,1,0
2020-02-20,Germany,16,12,0,0
2020-02-20,Iran,5,0,2,0
2020-02-20,Italy,3,0,0,0
2020-02-20,South Korea,104,16,1,12161
2020-02-20,Netherlands,0,0,0,0
2020-02-20,Spain,2,2,0,0
2020-02-20,Switzerland,0,0,0,0
2020-02-20,Turkey,0,0,0,0
2020-02-20,United Kingdom,9,8,0,5549
2020-02-20,United States,13,3,0,0
2020-02-21,Total,76819,18890,2251,24164
2020-02-21,China,75550,18704,2238,0
2020-02-21,France,12,4,1,0
2020-02-21,Germany,16,14,0,0
2020-02-21,Iran,18,0,4,0
2020-02-21,Italy,20,0,1,0
2020-02-21,South Korea,204,16,2,14816
2020-02-21,Netherlands,0,0,0,0
2020-02-21,Spain,2,2,0,0
2020-02-21,Switzerland,0,0,0,0
2020-02-21,Turkey,0,0,0,0
2020-02-21,United Kingdom,9,8,0,5885
2020-02-21,United States,15,5,0,0
2020-02-22,Total,78572,22886,2458,28428
2020-02-22,China,77001,22699,2443,0
2020-02-22,France,12,4,1,0
2020-02-22,Germany,16,14,0,0
2020-02-22,Iran,28,0,5,0
2020-02-22,Italy,62,1,2,0
2020-02-22,South Korea,433,16,2,19621
2020-02-22,Netherlands,0,0,0,0
2020-02-22,Spain,2,2,0,0
2020-02-22,Switzerland,0,0,0,0
2020-02-22,Turkey,0,0,0,0
2020-02-22,United Kingdom,9,8,0,6152
2020-02-22,United States,15,5,0,0
2020-02-23,Total,78958,23394,2469,33081
2020-02-23,China,77022,23187,2445,0
2020-02-23,France,12,4,1,0
2020-02-23,Germany,16,14,0,0
2020-02-23,Iran,43,0,8,0
2020-02-23,Italy,155,2,3,0
2020-02-23,South Korea,602,18,6,22633
2020-02-23,Netherlands,0,0,0,0
2020-02-23,Spain,2,2,0,0
2020-02-23,Switzerland,0,0,0,0
2020-02-23,Turkey,0,0,0,0
2020-02-23,United Kingdom,9,8,0,6324
2020-02-23,United States,15,5,0,0
2020-02-24,Total,79561,25227,2629,43915
2020-02-24,China,77241,25015,2595,0
2020-02-24,France,12,4,1,31
2020-02-24,Germany,16,14,0,0
2020-02-24,Iran,61,0,12,0
2020-02-24,Italy,229,2,7,4324
2020-02-24,South Korea,833,18,8,28615
2020-02-24,Netherlands,0,0,0,0
2020-02-24,Spain,2,2,0,0
2020-02-24,Switzerland,0,0,0,0
2020-02-24,Turkey,0,0,0,0
2020-02-24,United Kingdom,13,8,0,6536
2020-02-24,United States,51,5,0,0
2020-02-25,Total,80406,27905,2708,57208
2020-02-25,China,77754,27676,2665,0
2020-02-25,France,14,11,1,146
2020-02-25,Germany,17,14,0,0
2020-02-25,Iran,95,0,16,0
2020-02-25,Italy,322,2,10,8623
2020-02-25,South Korea,977,22,10,36716
2020-02-25,Netherlands,0,0,0,0
2020-02-25,Spain,6,2,0,0
2020-02-25,Switzerland,1,0,0,0
2020-02-25,Turkey,0,0,0,0
2020-02-25,United Kingdom,13,8,0,6795
2020-02-25,United States,51,6,0,0
2020-02-26,Total,81388,30384,2770,70659
2020-02-26,China,78166,30084,2717,0
2020-02-26,France,18,11,2,412
2020-02-26,Germany,27,15,0,0
2020-02-26,Iran,139,49,19,0
2020-02-26,Italy,453,3,12,9587
2020-02-26,South Korea,1261,22,12,46127
2020-02-26,Netherlands,0,0,0,0
2020-02-26,Spain,13,2,0,0
2020-02-26,Switzerland,1,0,0,0
2020-02-26,Turkey,0,0,0,0
2020-02-26,United Kingdom,13,8,0,7132
2020-02-26,United States,57,6,0,0
2020-02-27,Total,82746,33277,2814,84100
2020-02-27,China,78600,32930,2746,0
2020-02-27,France,38,11,2,851
2020-02-27,Germany,46,16,0,0
2020-02-27,Iran,245,49,26,0
2020-02-27,Italy,655,45,17,12014
2020-02-27,South Korea,1766,22,13,57990
2020-02-27,Netherlands,1,0,0,0
2020-02-27,Spain,15,2,0,0
2020-02-27,Switzerland,8,0,0,0
2020-02-27,Turkey,0,0,0,0
2020-02-27,United Kingdom,15,8,0,7690
2020-02-27,United States,58,6,0,0
2020-02-28,Total,84112,36711,2872,106324
2020-02-28,China,78928,36329,2790,0
2020-02-28,France,57,11,2,1316
2020-02-28,Germany,48,16,0,0
2020-02-28,Iran,388,73,34,0
2020-02-28,Italy,888,46,21,15695
2020-02-28,South Korea,2337,22,13,70940
2020-02-28,Netherlands,1,0,0,0
2020-02-28,Spain,32,2,0,0
2020-02-28,Switzerland,8,0,0,0
2020-02-28,Turkey,0,0,0,0
2020-02-28,United Kingdom,20,8,0,8986
2020-02-28,United States,60,7,0,0
2020-02-29,Total,86011,39782,2941,153401
2020-02-29,China,79356,39320,2837,0
2020-02-29,France,100,12,2,1902
2020-02-29,Germany,79,16,0,0
2020-02-29,Iran,593,123,43,0
2020-02-29,Italy,1128,46,29,18661
2020-02-29,South Korea,3150,27,16,85693
2020-02-29,Netherlands,6,0,0,0
2020-02-29,Spain,45,2,0,0
2020-02-29,Switzerland,18,0,0,0
2020-02-29,Turkey,0,0,0,0
2020-02-29,United Kingdom,23,8,0,10483
2020-02-29,United States,68,7,1,0
2020-03-01,Total,88369,42716,2996,138982
2020-03-01,China,79932,42162,2872,0
2020-03-01,France,130,12,2,2451
2020-03-01,Germany,130,16,0,0
2020-03-01,Iran,978,175,54,0
2020-03-01,Italy,1694,83,34,21127
2020-03-01,South Korea,3736,30,17,96985
2020-03-01,Netherlands,10,0,0,0
2020-03-01,Spain,84,2,0,0
2020-03-01,Switzerland,27,0,0,0
2020-03-01,Turkey,0,0,0,0
2020-03-01,United Kingdom,36,8,0,11750
2020-03-01,United States,74,7,1,0
2020-03-02,Total,90306,45602,3085,159036
2020-03-02,China,80136,44854,2914,0
2020-03-02,France,191,12,3,2887
2020-03-02,Germany,159,16,0,0
2020-03-02,Iran,1501,291,66,0
2020-03-02,Italy,2036,149,52,23345
2020-03-02,South Korea,4335,30,28,109591
2020-03-02,Netherlands,18,0,0,0
2020-03-02,Spain,120,2,0,0
2020-03-02,Switzerland,42,0,0,0
2020-03-02,Turkey,0,0,0,0
2020-03-02,United Kingdom,40,8,0,13525
2020-03-02,United States,98,7,6,0
2020-03-03,Total,92840,48228,3160,187971
2020-03-03,China,80261,47450,2947,0
2020-03-03,France,204,12,4,3594
2020-03-03,Germany,196,16,0,0
2020-03-03,Iran,2336,291,77,0
2020-03-03,Italy,2502,160,79,25856
2020-03-03,South Korea,5186,30,28,125851
2020-03-03,Netherlands,24,0,0,0
2020-03-03,Spain,165,2,1,0
2020-03-03,Switzerland,56,2,0,0
2020-03-03,Turkey,0,0,0,0
2020-03-03,United Kingdom,51,8,0,13911
2020-03-03,United States,118,7,7,0
2020-03-04,Total,95120,51170,3254,209611
2020-03-04,China,80386,50001,2983,0
2020-03-04,France,288,12,4,4803
2020-03-04,Germany,262,16,0,0
2020-03-04,Iran,2922,552,92,0
2020-03-04,Italy,3089,276,107,29837
2020-03-04,South Korea,5621,41,35,136707
2020-03-04,Netherlands,38,0,0,0
2020-03-04,Spain,222,2,2,0
2020-03-04,Switzerland,90,3,0,0
2020-03-04,Turkey,0,0,0,0
2020-03-04,United Kingdom,86,8,0,16659
2020-03-04,United States,149,7,11,0
2020-03-05,Total,97886,53796,3348,281210
2020-03-05,China,80537,52292,3015,0
2020-03-05,France,380,12,6,6046
2020-03-05,Germany,482,16,0,0
2020-03-05,Iran,3513,739,107,0
2020-03-05,Italy,3858,414,148,32362
2020-03-05,South Korea,6088,41,35,146541
2020-03-05,Netherlands,82,0,0,0
2020-03-05,Spain,259,2,3,0
2020-03-05,Switzerland,114,3,1,0
2020-03-05,Turkey,0,0,0,0
2020-03-05,United Kingdom,116,8,1,18083
2020-03-05,United States,217,7,12,0
2020-03-06,Total,101801,55865,3460,325752
2020-03-06,China,80690,53944,3044,0
2020-03-06,France,656,12,9,7695
2020-03-06,Germany,670,17,0,0
2020-03-06,Iran,4747,913,124,0
2020-03-06,Italy,4636,523,197,36359
2020-03-06,South Korea,6593,135,42,164740
2020-03-06,Netherlands,128,0,1,0
2020-03-06,Spain,400,2,5,0
2020-03-06,Switzerland,214,3,1,0
2020-03-06,Turkey,0,0,0,0
2020-03-06,United Kingdom,164,8,2,20338
2020-03-06,United States,262,7,14,0
2020-03-07,Total,105847,58358,3558,365038
2020-03-07,China,80770,55539,3072,0
2020-03-07,France,959,12,11,9495
2020-03-07,Germany,799,18,0,0
2020-03-07,Iran,5823,1669,145,0
2020-03-07,Italy,5883,589,233,42062
2020-03-07,South Korea,7041,135,44,178189
2020-03-07,Netherlands,188,0,1,0
2020-03-07,Spain,500,30,10,0
2020-03-07,Switzerland,268,3,1,0
2020-03-07,Turkey,0,0,0,0
2020-03-07,United Kingdom,207,18,2,21460
2020-03-07,United States,402,7,17,2389
2020-03-08,Total,109821,60694,3802,519931
2020-03-08,China,80823,57388,3100,0
2020-03-08,France,1136,12,19,11071
2020-03-08,Germany,1040,18,0,124716
2020-03-08,Iran,6566,2134,194,0
2020-03-08,Italy,7375,622,366,49937
2020-03-08,South Korea,7314,135,50,188518
2020-03-08,Netherlands,265,0,3,0
2020-03-08,Spain,673,30,17,0
2020-03-08,Switzerland,337,3,2,0
2020-03-08,Turkey,0,0,0,0
2020-03-08,United Kingdom,274,18,3,23513
2020-03-08,United States,518,7,21,3066
2020-03-09,Total,113590,62494,3988,428307
2020-03-09,China,80860,58804,3123,0
2020-03-09,France,1219,12,19,12667
2020-03-09,Germany,1176,18,2,124716
2020-03-09,Iran,7161,2394,237,0
2020-03-09,Italy,9172,724,463,53826
2020-03-09,South Korea,7478,135,53,196618
2020-03-09,Netherlands,321,0,3,0
2020-03-09,Spain,1073,32,28,0
2020-03-09,Switzerland,374,3,2,0
2020-03-09,Turkey,0,0,0,0
2020-03-09,United Kingdom,322,18,4,24960
2020-03-09,United States,583,7,22,4392
2020-03-10,Total,118620,64404,4262,390715
2020-03-10,China,80887,60181,3139,0
2020-03-10,France,1794,12,33,15018
2020-03-10,Germany,1457,18,2,124716
2020-03-10,Iran,8042,2731,291,0
2020-03-10,Italy,10149,724,631,60761
2020-03-10,South Korea,7513,247,54,210144
2020-03-10,Netherlands,382,0,4,0
2020-03-10,Spain,1695,32,35,0
2020-03-10,Switzerland,491,3,3,0
2020-03-10,Turkey,0,0,0,0
2020-03-10,United Kingdom,384,19,6,26261
2020-03-10,United States,959,8,28,5177
2020-03-11,Total,125875,67003,4615,490117
2020-03-11,China,80921,61644,3161,0
2020-03-11,France,2293,12,48,15018
2020-03-11,Germany,1908,25,3,124716
2020-03-11,Iran,9000,2959,354,0
2020-03-11,Italy,12462,1045,827,73154
2020-03-11,South Korea,7755,288,60,222395
2020-03-11,Netherlands,503,0,5,0
2020-03-11,Spain,2277,183,54,0
2020-03-11,Switzerland,652,4,4,0
2020-03-11,Turkey,1,0,0,0
2020-03-11,United Kingdom,459,19,8,27476
2020-03-11,United States,1281,8,36,7863
2020-03-12,Total,128352,68324,4720,539216
2020-03-12,China,80932,62901,3172,0
2020-03-12,France,2293,12,48,15018
2020-03-12,Germany,2078,25,3,124716
2020-03-12,Iran,10075,2959,429,0
2020-03-12,Italy,12462,1045,827,86011
2020-03-12,South Korea,7869,333,66,234998
2020-03-12,Netherlands,503,0,5,0
2020-03-12,Spain,2277,183,55,0
2020-03-12,Switzerland,652,4,4,0
2020-03-12,Turkey,1,0,0,0
2020-03-12,United Kingdom,459,19,8,29764
2020-03-12,United States,1663,12,40,10262
2020-03-13,Total,145205,70251,5404,507979
2020-03-13,China,80945,64196,3180,0
2020-03-13,France,3681,12,79,15018
2020-03-13,Germany,3675,46,7,124716
2020-03-13,Iran,11364,2959,514,0
2020-03-13,Italy,17660,1439,1266,97488
2020-03-13,South Korea,7979,510,66,248647
2020-03-13,Netherlands,806,0,10,0
2020-03-13,Spain,5232,193,133,0
2020-03-13,Switzerland,1139,4,11,0
2020-03-13,Turkey,5,0,0,0
2020-03-13,United Kingdom,802,19,8,32771
2020-03-13,United States,2179,12,47,16708
2020-03-14,Total,156101,72624,5819,656265
2020-03-14,China,80977,65660,3193,0
2020-03-14,France,4496,12,91,15018
2020-03-14,Germany,4585,46,9,124716
2020-03-14,Iran,12729,2959,611,0
2020-03-14,Italy,21157,1966,1441,109170
2020-03-14,South Korea,8086,510,72,261335
2020-03-14,Netherlands,962,2,12,14555
2020-03-14,Spain,6391,517,195,0
2020-03-14,Switzerland,1359,4,13,0
2020-03-14,Turkey,5,0,0,0
2020-03-14,United Kingdom,1144,19,21,37746
2020-03-14,United States,2727,12,54,20948
2020-03-15,Total,167454,76034,6440,1013119
2020-03-15,China,81003,67017,3203,0
2020-03-15,France,4532,12,91,36747
2020-03-15,Germany,5795,46,11,252173
2020-03-15,Iran,13938,4590,724,0
2020-03-15,Italy,24747,2335,1809,124899
2020-03-15,South Korea,8162,510,75,268212
2020-03-15,Netherlands,1138,2,20,14555
2020-03-15,Spain,7798,517,289,0
